id,rank,country,vehicle_type,type,status,column_index,row_index,predecessor,order_in_folder,have_prem_flag
do_17_group,1,germany,Авиация,folder,standard,4,0,,,False
do_17e_1,1,germany,Авиация,vehicle,standard,4,0,do_17_group,0,False
do_17z_2,1,germany,Авиация,vehicle,standard,4,0,do_17e_1,1,False
he_111_bv_138_group,1,germany,Авиация,folder,standard,4,1,do_17_group,,False
he_115c_1,1,germany,Авиация,vehicle,standard,4,1,he_111_bv_138_group,0,False
bv-138c-1,1,germany,Авиация,vehicle,standard,4,1,he_115c_1,1,False
he-111h-2,1,germany,Авиация,vehicle,standard,4,2,he_111_bv_138_group,,False
fw_200c_1,2,germany,Авиация,vehicle,standard,4,0,,,False
ju-88a_group,2,germany,Авиация,folder,standard,4,1,fw_200c_1,,False
ju-88a-1,2,germany,Авиация,vehicle,standard,4,1,ju-88a_group,0,False
ju-88a-4,2,germany,Авиация,vehicle,standard,4,1,ju-88a-1,1,False
he-111h_group,2,germany,Авиация,folder,standard,4,2,ju-88a_group,,False
he-111h-6,2,germany,Авиация,vehicle,standard,4,2,he-111h_group,0,False
he-111h-16_winter,2,germany,Авиация,vehicle,standard,4,2,he-111h-6,1,False
me_264,3,germany,Авиация,vehicle,standard,4,0,he-111h_group,,False
do_217e_group,3,germany,Авиация,folder,standard,4,1,me_264,,False
do_217e_2,3,germany,Авиация,vehicle,standard,4,1,do_217e_group,0,False
do_217e_4,3,germany,Авиация,vehicle,standard,4,1,do_217e_2,1,False
do_217k_group,4,germany,Авиация,folder,standard,4,0,do_217e_group,,False
do_217k_1,4,germany,Авиация,vehicle,standard,4,0,do_217k_group,0,False
do_217m_1,4,germany,Авиация,vehicle,standard,4,0,do_217k_1,1,False
ju-188a-2,4,germany,Авиация,vehicle,standard,4,1,do_217k_group,,False
he-177a-5,4,germany,Авиация,vehicle,standard,4,2,ju-188a-2,,False
arado_234_group,5,germany,Авиация,folder,standard,4,0,he-177a-5,,False
arado-234,5,germany,Авиация,vehicle,standard,4,0,arado_234_group,0,False
arado-234c-3,5,germany,Авиация,vehicle,standard,4,0,arado-234,1,False
il_28_german,5,germany,Авиация,vehicle,standard,4,1,arado_234_group,,False
hunter_f58a_1971_switzerland,6,germany,Авиация,vehicle,standard,4,0,il_28_german,,False
mirage_3s_c70_switzerland,7,germany,Авиация,vehicle,standard,4,0,hunter_f58a_1971_switzerland,,False
f-5e_switzerland,7,germany,Авиация,vehicle,standard,4,1,mirage_3s_c70_switzerland,,False
fa_18c_late_switzerland,8,germany,Авиация,vehicle,standard,4,0,f-5e_switzerland,,False
bf-109a_1,1,germany,Авиация,vehicle,premium,0,0,,,False
ju-87r-2_snake,1,germany,Авиация,vehicle,premium,0,1,,,False
fiat_cr42_marcolin,1,germany,Авиация,vehicle,premium,0,2,,,True
fiat_group,1,germany,Авиация,folder,premium,0,3,,,False
fiat_cr42,1,germany,Авиация,vehicle,premium,0,3,,0,True
fiat_g50_seria2,1,germany,Авиация,vehicle,premium,0,3,,1,True
fiat_g50_seria7as,1,germany,Авиация,vehicle,premium,0,3,,2,True
mc200_group,1,germany,Авиация,folder,premium,0,4,,,False
mc200_serie3,1,germany,Авиация,vehicle,premium,0,4,,0,True
mc200_serie7,1,germany,Авиация,vehicle,premium,0,4,,1,True
mc-202,1,germany,Авиация,vehicle,premium,0,4,,2,True
he_112b_1,2,germany,Авиация,vehicle,premium,0,0,,,True
il_2_1942_luftwaffe,2,germany,Авиация,vehicle,premium,0,1,,,False
bf_109t_2,2,germany,Авиация,vehicle,premium,0,2,,,False
bf-110c-6,2,germany,Авиация,vehicle,premium,0,3,,,True
yak-1b_luftwaffe,2,germany,Авиация,vehicle,premium,0,4,,,False
bv-238,2,germany,Авиация,vehicle,premium,0,5,,,False
p-47d_16_re_germany,3,germany,Авиация,vehicle,premium,0,0,,,False
ta_154a_1,3,germany,Авиация,vehicle,premium,0,1,,,False
fw_190a_5_u14,3,germany,Авиация,vehicle,premium,0,2,,,False
bf-109g-2_romania,3,germany,Авиация,vehicle,premium,0,3,,,True
he_219a_7,4,germany,Авиация,vehicle,premium,0,0,,,True
do_335b_2,4,germany,Авиация,vehicle,premium,0,1,,,False
tempest_mkv_luftwaffe,4,germany,Авиация,vehicle,premium,0,2,,,True
ju-288c,4,germany,Авиация,vehicle,premium,0,3,,,False
he-177a-3,4,germany,Авиация,vehicle,premium,0,4,,,True
me-262a1_u1,5,germany,Авиация,vehicle,premium,0,0,,,True
sea_hawk_mk100,5,germany,Авиация,vehicle,premium,0,1,,,True
fiat_g91_r4_german,5,germany,Авиация,vehicle,premium,0,2,,,False
hunter_f58_switzerland,6,germany,Авиация,vehicle,premium,0,0,,,True
mig-21_sps_k,6,germany,Авиация,vehicle,premium,0,1,,,True
mig-21_bis_lazur,7,germany,Авиация,vehicle,premium,0,0,,,True
tornado_ids_de_wtd61,7,germany,Авиация,vehicle,premium,0,1,,,True
su_22m4_de_wtd61,7,germany,Авиация,vehicle,premium,0,2,,,True
tornado_ids_de_mfg,8,germany,Авиация,vehicle,premium,0,0,,,True
fa_18c_switzerland,8,germany,Авиация,vehicle,premium,0,1,,,True
he51b_2w,1,germany,Авиация,vehicle,premium,1,0,,,True
arado-196a-3,1,germany,Авиация,vehicle,premium,1,1,,,True
fw-189a-1,1,germany,Авиация,vehicle,premium,1,2,,,True
bf-109c_1_promo,1,germany,Авиация,vehicle,premium,1,3,,,True
fokker_d7,1,germany,Авиация,vehicle,premium,1,4,,,True
zeppelin,1,germany,Авиация,vehicle,premium,1,5,,,True
wellington_mk1c_luftwaffe,2,germany,Авиация,vehicle,premium,1,0,,,True
he_112b_2,2,germany,Авиация,vehicle,premium,1,1,,,True
h-75a-2_finland,2,germany,Авиация,vehicle,premium,1,2,,,True
bf-109e-7,2,germany,Авиация,vehicle,premium,1,3,,,True
sm_79_group,2,germany,Авиация,folder,premium,1,4,,,False
sm_79_1936,2,germany,Авиация,vehicle,premium,1,4,,0,True
sm_79_1939,2,germany,Авиация,vehicle,premium,1,4,,1,True
sm_79_1941,2,germany,Авиация,vehicle,premium,1,4,,2,True
sm_79_1943,2,germany,Авиация,vehicle,premium,1,4,,3,True
sm_79_iar,2,germany,Авиация,vehicle,premium,1,4,,4,True
sm_79_1937,2,germany,Авиация,vehicle,premium,1,4,,5,True
sm_79_1942,2,germany,Авиация,vehicle,premium,1,4,,6,True
hs-129b-2_romania,3,germany,Авиация,vehicle,premium,1,0,,,True
p-47d_luftwaffe,3,germany,Авиация,vehicle,premium,1,1,,,True
la-5fn_luftwaffe,3,germany,Авиация,vehicle,premium,1,2,,,True
bv-155b-1,3,germany,Авиация,vehicle,premium,1,3,,,True
bf-109z,4,germany,Авиация,vehicle,premium,1,0,,,True
ju-388j,4,germany,Авиация,vehicle,premium,1,1,,,True
fw-190c,4,germany,Авиация,vehicle,premium,1,2,,,True
fw-190d-13,4,germany,Авиация,vehicle,premium,1,3,,,False
he-162a-1,5,germany,Авиация,vehicle,premium,1,0,,,True
me-262a-2a,5,germany,Авиация,vehicle,premium,1,1,,,True
ffa_p16,6,germany,Авиация,vehicle,premium,1,0,,,False
f-4f,7,germany,Авиация,vehicle,premium,1,0,,,True
mig_23mf_germany,7,germany,Авиация,vehicle,premium,1,1,,,True
germ_destroyer_class1924_leopard1932,1,germany,Большой флот,vehicle,standard,0,0,,,False
germ_destroyer_class1934a_1944,1,germany,Большой флот,vehicle,standard,0,1,germ_destroyer_class1924_leopard1932,,False
germ_destroyer_class1934a_1940,2,germany,Большой флот,vehicle,standard,0,0,germ_destroyer_class1934a_1944,,False
germ_destroyer_class1936a_mob_z32,2,germany,Большой флот,vehicle,standard,0,1,germ_destroyer_class1934a_1940,,False
germ_destroyer_class1942_z51,3,germany,Большой флот,vehicle,standard,0,0,germ_destroyer_class1936a_mob_z32,,False
germ_destroyer_class1936c_z46,3,germany,Большой флот,vehicle,standard,0,1,germ_destroyer_class1942_z51,,False
germ_cruiser_leipzig_nurnberg_group,4,germany,Большой флот,folder,standard,0,0,germ_destroyer_class1936c_z46,,False
germ_cruiser_leipzig,4,germany,Большой флот,vehicle,standard,0,0,germ_cruiser_leipzig_nurnberg_group,0,False
germ_cruiser_nurnberg,4,germany,Большой флот,vehicle,standard,0,0,germ_cruiser_leipzig,1,False
germ_cruiser_admiral_hipper,4,germany,Большой флот,vehicle,standard,0,1,germ_cruiser_leipzig_nurnberg_group,,False
germ_battleship_westfalen,5,germany,Большой флот,vehicle,standard,0,0,germ_cruiser_admiral_hipper,,False
germ_battleship_helgoland,5,germany,Большой флот,vehicle,standard,0,1,germ_battleship_westfalen,,False
germ_battleship_kaiser,5,germany,Большой флот,vehicle,standard,0,2,germ_battleship_helgoland,,False
germ_battleship_bayern,6,germany,Большой флот,vehicle,standard,0,0,germ_battleship_kaiser,,False
germ_battleship_sachsen,6,germany,Большой флот,vehicle,standard,0,1,germ_battleship_bayern,,False
germ_battleship_bismarck,7,germany,Большой флот,vehicle,standard,0,0,germ_battleship_sachsen,,False
germ_destroyer_class1939_t22,1,germany,Большой флот,vehicle,standard,1,0,,,False
germ_kanonenboot_k2,1,germany,Большой флот,vehicle,standard,1,1,germ_destroyer_class1939_t22,,False
germ_destroyer_class1936_z20,2,germany,Большой флот,vehicle,standard,1,0,germ_kanonenboot_k2,,False
germ_destroyer_class1936b,2,germany,Большой флот,vehicle,standard,1,1,germ_destroyer_class1936_z20,,False
germ_cruiser_elbing,3,germany,Большой флот,vehicle,standard,1,0,germ_destroyer_class1936b,,False
germ_cruiser_emden_1944,3,germany,Большой флот,vehicle,standard,1,1,germ_cruiser_elbing,,False
germ_cruiser_koln,4,germany,Большой флот,vehicle,standard,1,0,germ_cruiser_emden_1944,,False
germ_cruiser_admiral_graf_spee,4,germany,Большой флот,vehicle,standard,1,1,germ_cruiser_koln,,False
germ_battlecruiser_von_der_tann,5,germany,Большой флот,vehicle,standard,1,0,germ_cruiser_admiral_graf_spee,,False
germ_battlecruiser_derfflinger,5,germany,Большой флот,vehicle,standard,1,1,germ_battlecruiser_von_der_tann,,False
germ_battlecruiser_ersatz_yorck,6,germany,Большой флот,vehicle,standard,1,0,germ_battlecruiser_derfflinger,,False
germ_battleship_scharnhorst,6,germany,Большой флот,vehicle,standard,1,1,germ_battlecruiser_ersatz_yorck,,False
germ_destroyer_class1924_iltis,1,germany,Большой флот,vehicle,premium,0,0,,,False
germ_destroyer_fletcher_zerstorer4,2,germany,Большой флот,vehicle,premium,0,0,,,False
germ_destroyer_class1924_jaguar1941,2,germany,Большой флот,vehicle,premium,0,1,,,True
germ_destroyer_class1936c_z47,3,germany,Большой флот,vehicle,premium,0,0,,,False
germ_destroyer_class1936_z20_karlgalster,3,germany,Большой флот,vehicle,premium,0,1,,,True
germ_cruiser_karlsruhe,4,germany,Большой флот,vehicle,premium,0,0,,,False
germ_cruiser_prinz_eugen,4,germany,Большой флот,vehicle,premium,0,1,,,True
germ_battleship_nassau,5,germany,Большой флот,vehicle,premium,0,0,,,False
germ_battleship_ostfriesland,5,germany,Большой флот,vehicle,premium,0,1,,,True
germ_battleship_gneisenau_380mm,6,germany,Большой флот,vehicle,premium,0,0,,,True
germ_battleship_baden,6,germany,Большой флот,vehicle,premium,0,1,,,True
germ_destroyer_class1939_t31,3,germany,Большой флот,vehicle,premium,1,0,,,True
germ_destroyer_class1936a_z25,3,germany,Большой флот,vehicle,premium,1,1,,,True
germ_battlecruiser_mackensen_class,6,germany,Большой флот,vehicle,premium,1,0,,,True
germ_ls_class,1,germany,Малый флот,vehicle,standard,0,0,,,False
germ_s38,1,germany,Малый флот,vehicle,standard,0,1,,,False
germ_s38b,2,germany,Малый флот,vehicle,standard,0,0,germ_s38,,False
germ_s_100_class,2,germany,Малый флот,vehicle,standard,0,1,germ_s38b,,False
germ_s_100_s_174_class,3,germany,Малый флот,vehicle,standard,0,0,germ_s_100_class,,False
germ_pr_131,3,germany,Малый флот,vehicle,standard,0,1,germ_s_100_s_174_class,,False
germ_vs10_hydrofoil,4,germany,Малый флот,vehicle,standard,0,0,germ_pr_131,,False
germ_mz_1,4,germany,Малый флот,vehicle,standard,0,1,germ_vs10_hydrofoil,,False
germ_minelayer_drache,4,germany,Малый флот,vehicle,standard,0,2,germ_mz_1,,False
germ_type143_albatros,5,germany,Малый флот,vehicle,standard,0,0,germ_minelayer_drache,,False
germ_pr_206,5,germany,Малый флот,vehicle,standard,0,1,germ_type143_albatros,,False
germ_rboot_r41,1,germany,Малый флот,vehicle,standard,1,0,,,False
germ_rboot_r130,2,germany,Малый флот,vehicle,standard,1,0,germ_rboot_r41,,False
germ_rboot_r301,2,germany,Малый флот,vehicle,standard,1,1,germ_rboot_r130,,False
germ_sf40_schwere_flakkampffaehre,3,germany,Малый флот,vehicle,standard,1,0,germ_rboot_r301,,False
germ_sf40_leichte_flakkampffaehre,3,germany,Малый флот,vehicle,standard,1,1,germ_sf40_schwere_flakkampffaehre,,False
germ_artilleriefahrprahm_typ_d1,4,germany,Малый флот,vehicle,standard,1,0,germ_sf40_leichte_flakkampffaehre,,False
germ_artilleriefahrprahm_typ_d3,4,germany,Малый флот,vehicle,standard,1,1,germ_artilleriefahrprahm_typ_d1,,False
germ_escort_typem1935,4,germany,Малый флот,vehicle,standard,1,2,germ_artilleriefahrprahm_typ_d3,,False
germ_type140_jaguar,5,germany,Малый флот,vehicle,standard,1,0,germ_escort_typem1935,,False
germ_frigate_koln,5,germany,Малый флот,vehicle,standard,1,1,germ_type140_jaguar,,False
germ_rdm242,4,germany,Малый флот,vehicle,standard,2,0,,,False
germ_schutze_class,4,germany,Малый флот,vehicle,standard,2,1,germ_rdm242,,False
germ_kondor2_class,4,germany,Малый флот,vehicle,standard,2,2,germ_schutze_class,,False
germ_type152_hugin,5,germany,Малый флот,vehicle,standard,2,0,germ_kondor2_class,,False
germ_type153_pfeil,5,germany,Малый флот,vehicle,standard,2,1,germ_type152_hugin,,False
germ_ls4_class,1,germany,Малый флот,vehicle,premium,0,0,,,False
germ_km5,1,germany,Малый флот,vehicle,premium,0,1,,,False
germ_s_100_s204_lang,3,germany,Малый флот,vehicle,premium,0,0,,,True
germ_vs8_hydrofoil,3,germany,Малый флот,vehicle,premium,0,1,,,False
germ_escort_typem1943,4,germany,Малый флот,vehicle,premium,0,0,,,False
germ_skr_pr50_karl_marx,4,germany,Малый флот,vehicle,premium,0,1,,,True
germ_type143_bussard,5,germany,Малый флот,vehicle,premium,0,0,,,True
germ_s_700_s_701,3,germany,Малый флот,vehicle,premium,1,0,,,True
germ_frigate_koln_lubeck,4,germany,Малый флот,vehicle,premium,1,0,,,True
ussr_bt_5,1,ussr,Наземная техника,vehicle,standard,0,0,,,False
ussr_bt_7_1937,1,ussr,Наземная техника,vehicle,standard,0,1,ussr_bt_5,,False
ussr_bt_7_m,1,ussr,Наземная техника,vehicle,standard,0,2,ussr_bt_7_1937,,False
ussr_t_50,2,ussr,Наземная техника,vehicle,standard,0,0,,,False
ussr_t_34_40_41_group,2,ussr,Наземная техника,folder,standard,0,1,ussr_t_50,,False
ussr_t_34_1941_l_11,2,ussr,Наземная техника,vehicle,standard,0,1,ussr_t_34_40_41_group,0,False
ussr_t_34_1941,2,ussr,Наземная техника,vehicle,standard,0,1,ussr_t_34_1941_l_11,1,False
ussr_t_34_42_group,2,ussr,Наземная техника,folder,standard,0,2,ussr_t_34_40_41_group,,False
ussr_t_34_1942,2,ussr,Наземная техника,vehicle,standard,0,2,ussr_t_34_42_group,0,False
ussr_t_34e_stz,2,ussr,Наземная техника,vehicle,standard,0,2,ussr_t_34_1942,1,False
ussr_t_34_1941_57,3,ussr,Наземная техника,vehicle,standard,0,0,ussr_t_34_42_group,,False
ussr_t_34_85_d_5t,3,ussr,Наземная техника,vehicle,standard,0,1,ussr_t_34_1941_57,,False
ussr_t_34_85_zis_53,4,ussr,Наземная техника,vehicle,standard,0,0,ussr_t_34_85_d_5t,,False
ussr_t_44,4,ussr,Наземная техника,vehicle,standard,0,1,ussr_t_34_85_zis_53,,False
ussr_t_44_100,5,ussr,Наземная техника,vehicle,standard,0,0,ussr_t_44,,False
ussr_t_54_group,5,ussr,Наземная техника,folder,standard,0,1,ussr_t_44_100,,False
ussr_t_54_1947,5,ussr,Наземная техника,vehicle,standard,0,1,ussr_t_54_group,0,False
ussr_t_54_1949,5,ussr,Наземная техника,vehicle,standard,0,1,ussr_t_54_1947,1,False
ussr_t_54_1951,5,ussr,Наземная техника,vehicle,standard,0,1,ussr_t_54_1949,2,False
ussr_t_55_group,6,ussr,Наземная техника,folder,standard,0,0,ussr_t_54_group,,False
ussr_t_55a,6,ussr,Наземная техника,vehicle,standard,0,0,ussr_t_55_group,0,False
ussr_t_62,6,ussr,Наземная техника,vehicle,standard,0,0,ussr_t_55a,1,False
ussr_t_62_group,6,ussr,Наземная техника,folder,standard,0,1,ussr_t_55_group,,False
ussr_t_55_amd_1,6,ussr,Наземная техника,vehicle,standard,0,1,ussr_t_62_group,0,False
ussr_t_62m1,6,ussr,Наземная техника,vehicle,standard,0,1,ussr_t_55_amd_1,1,False
ussr_t_72a,6,ussr,Наземная техника,vehicle,standard,0,2,ussr_t_62_group,,False
ussr_t_72b_group,7,ussr,Наземная техника,folder,standard,0,0,ussr_t_72a,,False
ussr_t_72b,7,ussr,Наземная техника,vehicle,standard,0,0,ussr_t_72b_group,0,False
ussr_t_72b_1989,7,ussr,Наземная техника,vehicle,standard,0,0,ussr_t_72b,1,False
ussr_t_90a,7,ussr,Наземная техника,vehicle,standard,0,1,ussr_t_72b_group,,False
ussr_t_72b3_2011,7,ussr,Наземная техника,vehicle,standard,0,2,ussr_t_90a,,False
ussr_t_72b3_arena_m,8,ussr,Наземная техника,vehicle,standard,0,0,ussr_t_72b3_2011,,False
ussr_t_90m_2020,8,ussr,Наземная техника,vehicle,standard,0,1,ussr_t_72b3_arena_m,,False
ussr_t_26_1940,1,ussr,Наземная техника,vehicle,standard,1,0,,,False
ussr_t_28_1938,1,ussr,Наземная техника,vehicle,standard,1,1,ussr_t_26_1940,,False
ussr_t_28,1,ussr,Наземная техника,vehicle,standard,1,2,ussr_t_28_1938,,False
ussr_t_28e,2,ussr,Наземная техника,vehicle,standard,1,0,,,False
ussr_kv_1_2_group,2,ussr,Наземная техника,folder,standard,1,1,ussr_t_28e,,False
ussr_kv_1_l_11,2,ussr,Наземная техника,vehicle,standard,1,1,ussr_kv_1_2_group,0,False
ussr_kv_2_1939,2,ussr,Наземная техника,vehicle,standard,1,1,ussr_kv_1_l_11,1,False
ussr_kv_1s,2,ussr,Наземная техника,vehicle,standard,1,2,ussr_kv_1_2_group,,False
ussr_kv_1_85_group,3,ussr,Наземная техника,folder,standard,1,0,ussr_kv_1s,,False
ussr_kv_1_zis_5,3,ussr,Наземная техника,vehicle,standard,1,0,ussr_kv_1_85_group,0,False
ussr_kv_85,3,ussr,Наземная техника,vehicle,standard,1,0,ussr_kv_1_zis_5,1,False
ussr_is_1,3,ussr,Наземная техника,vehicle,standard,1,1,ussr_kv_1_85_group,,False
ussr_is_2_1943,4,ussr,Наземная техника,vehicle,standard,1,0,ussr_is_1,,False
ussr_is_2_1944_group,4,ussr,Наземная техника,folder,standard,1,1,ussr_is_2_1943,,False
ussr_is_2_1944,4,ussr,Наземная техника,vehicle,standard,1,1,ussr_is_2_1944_group,0,False
ussr_is_2_1944_321,4,ussr,Наземная техника,vehicle,standard,1,1,,1,True
ussr_is_3,5,ussr,Наземная техника,vehicle,standard,1,0,ussr_is_2_1944_group,,False
ussr_is_4m,5,ussr,Наземная техника,vehicle,standard,1,1,ussr_is_3,,False
ussr_t_10m,6,ussr,Наземная техника,vehicle,standard,1,0,ussr_is_4m,,False
ussr_object_435,6,ussr,Наземная техника,vehicle,standard,1,1,ussr_t_10m,,False
ussr_t_64_group,6,ussr,Наземная техника,folder,standard,1,2,ussr_object_435,,False
ussr_t_64a_1971,6,ussr,Наземная техника,vehicle,standard,1,2,ussr_t_64_group,0,False
ussr_t_64_b_1984,6,ussr,Наземная техника,vehicle,standard,1,2,ussr_t_64a_1971,1,False
ussr_t_80b,7,ussr,Наземная техника,vehicle,standard,1,0,ussr_t_64_group,,False
ussr_t_80u,7,ussr,Наземная техника,vehicle,standard,1,1,ussr_t_80b,,False
ussr_t_80bvm,8,ussr,Наземная техника,vehicle,standard,1,0,ussr_t_80u,,False
ussr_t_26_4,1,ussr,Наземная техника,vehicle,standard,2,0,,,False
ussr_t_60_1941,1,ussr,Наземная техника,vehicle,standard,2,1,ussr_t_26_4,,False
ussr_t_70_1942,1,ussr,Наземная техника,vehicle,standard,2,2,ussr_t_60_1941,,False
ussr_t_80,2,ussr,Наземная техника,vehicle,standard,2,0,,,False
ussr_asu_57,3,ussr,Наземная техника,vehicle,standard,2,0,ussr_t_80,,False
ussr_pt_76b,3,ussr,Наземная техника,vehicle,standard,2,1,ussr_asu_57,,False
ussr_asu_85,4,ussr,Наземная техника,vehicle,standard,2,0,ussr_pt_76b,,False
ussr_su_100p,4,ussr,Наземная техника,vehicle,standard,2,1,ussr_asu_85,,False
ussr_btr_80a,5,ussr,Наземная техника,vehicle,standard,2,0,ussr_su_100p,,False
ussr_bmp_1_group,5,ussr,Наземная техника,folder,standard,2,1,ussr_btr_80a,,False
ussr_bmp_1,5,ussr,Наземная техника,vehicle,standard,2,1,ussr_bmp_1_group,0,False
ussr_object_906,5,ussr,Наземная техника,vehicle,standard,2,1,ussr_bmp_1,1,False
ussr_bmp_2_group,6,ussr,Наземная техника,folder,standard,2,0,ussr_bmp_1_group,,False
ussr_bmp_2,6,ussr,Наземная техника,vehicle,standard,2,0,ussr_bmp_2_group,0,False
ussr_object_685,6,ussr,Наземная техника,vehicle,standard,2,0,ussr_bmp_2,1,False
ussr_bmp_3_group,6,ussr,Наземная техника,folder,standard,2,1,ussr_bmp_2_group,,False
ussr_bmp_3,6,ussr,Наземная техника,vehicle,standard,2,1,ussr_bmp_3_group,0,False
ussr_2s25,6,ussr,Наземная техника,vehicle,standard,2,1,ussr_bmp_3,1,False
ussr_bmd_4m2,6,ussr,Наземная техника,vehicle,standard,2,2,ussr_bmp_3_group,,False
ussr_2s25m,7,ussr,Наземная техника,vehicle,standard,2,0,ussr_bmd_4m2,,False
ussr_garford_putilov,1,ussr,Наземная техника,vehicle,standard,3,0,,,True
ussr_su_5_1,1,ussr,Наземная техника,vehicle,standard,3,1,,,False
ussr_su_76m_1943,1,ussr,Наземная техника,vehicle,standard,3,2,ussr_su_5_1,,False
ussr_zis_su_group,2,ussr,Наземная техника,folder,standard,3,0,,,False
ussr_zis_30,2,ussr,Наземная техника,vehicle,standard,3,0,ussr_zis_su_group,0,False
ussr_su_57b,2,ussr,Наземная техника,vehicle,standard,3,0,ussr_zis_30,1,False
ussr_su_122,2,ussr,Наземная техника,vehicle,standard,3,1,ussr_zis_su_group,,False
ussr_zsu_29k,2,ussr,Наземная техника,vehicle,standard,3,2,ussr_su_122,,False
ussr_su_isu_152_group,3,ussr,Наземная техника,folder,standard,3,0,ussr_zsu_29k,,False
ussr_su_152,3,ussr,Наземная техника,vehicle,standard,3,0,ussr_su_isu_152_group,0,False
ussr_su_85_1943,3,ussr,Наземная техника,vehicle,standard,3,0,ussr_su_152,1,False
ussr_isu_152,3,ussr,Наземная техника,vehicle,standard,3,0,ussr_su_85_1943,2,False
ussr_su_isu_122_group,3,ussr,Наземная техника,folder,standard,3,1,ussr_su_isu_152_group,,False
ussr_su_85m,3,ussr,Наземная техника,vehicle,standard,3,1,ussr_su_isu_122_group,0,False
ussr_isu_122,3,ussr,Наземная техника,vehicle,standard,3,1,ussr_su_85m,1,False
ussr_isu_su_group,4,ussr,Наземная техника,folder,standard,3,0,ussr_su_isu_122_group,,False
ussr_isu_122s,4,ussr,Наземная техника,vehicle,standard,3,0,ussr_isu_su_group,0,False
ussr_su_100_1945,4,ussr,Наземная техника,vehicle,standard,3,0,ussr_isu_122s,1,False
ussr_2s_group,4,ussr,Наземная техника,folder,standard,3,1,ussr_isu_su_group,,False
ussr_2s1,4,ussr,Наземная техника,vehicle,standard,3,1,ussr_2s_group,0,False
ussr_2s3m,4,ussr,Наземная техника,vehicle,standard,3,1,ussr_2s1,1,False
ussr_su_122_54,5,ussr,Наземная техника,vehicle,standard,3,0,ussr_2s_group,,False
ussr_object_268,5,ussr,Наземная техника,vehicle,standard,3,1,ussr_su_122_54,,False
ussr_2s19_m1,5,ussr,Наземная техника,vehicle,standard,3,2,ussr_object_268,,False
ussr_it_1,6,ussr,Наземная техника,vehicle,standard,3,0,ussr_2s19_m1,,False
ussr_9p149,6,ussr,Наземная техника,vehicle,standard,3,1,ussr_it_1,,False
ussr_object_775,6,ussr,Наземная техника,vehicle,standard,3,2,ussr_9p149,,False
ussr_9p157,7,ussr,Наземная техника,vehicle,standard,3,0,ussr_object_775,,False
ussr_gaz_4m,1,ussr,Наземная техника,vehicle,standard,4,0,,,False
ussr_gaz_dshk,1,ussr,Наземная техника,vehicle,standard,4,1,ussr_gaz_4m,,False
ussr_gaz_mm_72k,2,ussr,Наземная техника,vehicle,standard,4,0,,,False
ussr_btr_zis_group,2,ussr,Наземная техника,folder,standard,4,1,ussr_gaz_mm_72k,,False
ussr_btr_152a,2,ussr,Наземная техника,vehicle,standard,4,1,ussr_btr_zis_group,0,False
ussr_zis_43,2,ussr,Наземная техника,vehicle,standard,4,1,ussr_btr_152a,1,False
ussr_zis_group,2,ussr,Наземная техника,folder,standard,4,2,ussr_btr_zis_group,,False
ussr_zis_12_94km_1945,2,ussr,Наземная техника,vehicle,standard,4,2,ussr_zis_group,0,False
ussr_zsu_37,2,ussr,Наземная техника,vehicle,standard,4,2,ussr_zis_12_94km_1945,1,False
ussr_btr_152d,3,ussr,Наземная техника,vehicle,standard,4,0,ussr_zis_group,,False
ussr_btr_zd,4,ussr,Наземная техника,vehicle,standard,4,0,ussr_btr_152d,,False
ussr_m53_59,4,ussr,Наземная техника,vehicle,standard,4,1,ussr_btr_zd,,False
ussr_zsu_57_2,5,ussr,Наземная техника,vehicle,standard,4,0,ussr_m53_59,,False
ussr_zsu_23_4m2,5,ussr,Наземная техника,vehicle,standard,4,1,ussr_zsu_57_2,,False
ussr_zsu_37_2,5,ussr,Наземная техника,vehicle,standard,4,2,ussr_zsu_23_4m2,,False
ussr_zsu_23_4,6,ussr,Наземная техника,vehicle,standard,4,0,ussr_zsu_37_2,,False
ussr_zsu_23_4m4,6,ussr,Наземная техника,vehicle,standard,4,1,ussr_zsu_23_4,,False
ussr_9a33bm3,7,ussr,Наземная техника,vehicle,standard,4,0,ussr_zsu_23_4m4,,False
ussr_9a35_m2,7,ussr,Наземная техника,vehicle,standard,4,1,ussr_9a33bm3,,False
ussr_zprk_2s6,7,ussr,Наземная техника,vehicle,standard,4,2,ussr_9a35_m2,,False
ussr_pantsyr_s1,8,ussr,Наземная техника,vehicle,standard,4,0,ussr_zprk_2s6,,False
ussr_buk_m3_fcs,8,ussr,Наземная техника,vehicle,standard,4,1,ussr_pantsyr_s1,,False
ussr_t_26_1940_1st_gvtbr,1,ussr,Наземная техника,vehicle,premium,0,0,,,False
ussr_bt_7_1937_td,1,ussr,Наземная техника,vehicle,premium,0,1,,,True
ussr_t_35,1,ussr,Наземная техника,vehicle,premium,0,2,,,False
ussr_su_57,1,ussr,Наземная техника,vehicle,premium,0,3,,,False
ussr_pzkpfw_iii_ausf_j_l42,1,ussr,Наземная техника,vehicle,premium,0,4,,,False
ussr_zut_37,2,ussr,Наземная техника,vehicle,premium,0,0,,,False
ussr_t_126sp,2,ussr,Наземная техника,vehicle,premium,0,1,,,False
ussr_t_34_1940_l_11,2,ussr,Наземная техника,vehicle,premium,0,2,,,True
