external_id,name,name_eng,country,battle_rating,silver,rank,vehicle_category,type,required_exp,tech_category,image_url,parent_external_id,column,row,order_in_folder
germ_pzkpfw_vi_ausf_b_tiger_iih,Tiger II,Tiger II,germany,6.7,210000,4,Наземная техника,vehicle,71000,standard,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_vi_ausf_b_tiger_iih.png,germ_pzkpfw_vi_ausf_b_tiger_iip,1,1,
germ_mkpz_m48a2c,M48A2 C,M48A2 C,germany,7.7,270000,5,Наземная техника,vehicle,95000,standard,https://static.encyclopedia.warthunder.com/slots/germ_mkpz_m48a2c.png,germ_pzkpfw_vi_ausf_b_tiger_iih,1,0,
germ_mkpz_m48a2ga2,M48A2 G A2,M48A2 G A2,germany,8.3,380000,6,Наземная техника,vehicle,135000,standard,https://static.encyclopedia.warthunder.com/slots/germ_mkpz_m48a2ga2.png,germ_mkpz_m48a2c,1,0,
germ_kpz_super_group,KPz-70/M48 Super,KPz-70/M48 Super,germany,,,6,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/germ_kpz_super_group.png,germ_mkpz_m48a2ga2,1,1,
germ_kpz_70,KPz-70,KPz-70,germany,9.3,520000,6,Наземная техника,vehicle,190000,standard,https://static.encyclopedia.warthunder.com/slots/germ_kpz_70.png,germ_kpz_super_group,1,1,0
germ_mkpz_super_m48,M48 Super,M48 Super,germany,9.3,620000,6,Наземная техника,vehicle,110000,standard,https://static.encyclopedia.warthunder.com/slots/germ_mkpz_super_m48.png,germ_kpz_70,1,1,1
germ_kpz_t72m1,◊T-72M1,◊T-72M1,germany,9.3,620000,6,Наземная техника,vehicle,220000,standard,https://static.encyclopedia.warthunder.com/slots/germ_kpz_t72m1.png,germ_kpz_super_group,1,2,
germ_leopard_2k,Leopard 2K,Leopard 2K,germany,10.0,710000,7,Наземная техника,vehicle,260000,standard,https://static.encyclopedia.warthunder.com/slots/germ_leopard_2k.png,germ_kpz_t72m1,1,0,
germ_a7v,A7V,A7V,germany,1.0,0,1,Наземная техника,vehicle,,standard,https://static.encyclopedia.warthunder.com/slots/germ_a7v.png,,2,0,
germ_pzkpfw_iv_ausf_c,Pz.IV C,Pz.IV C,germany,1.3,700,1,Наземная техника,vehicle,2900,standard,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_iv_ausf_c.png,,2,1,
germ_pzkpfw_ii_early_group,Pz.II C/F,Pz.II C/F,germany,,,1,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_ii_early_group.png,germ_pzkpfw_iv_ausf_c,2,2,
germ_pzkpfw_ii_ausf_c,Pz.II C,Pz.II C,germany,1.3,2100,1,Наземная техника,vehicle,4000,standard,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_ii_ausf_c.png,germ_pzkpfw_ii_early_group,2,2,0
germ_pzkpfw_ii_ausf_f,Pz.II F,Pz.II F,germany,1.7,6300,1,Наземная техника,vehicle,3000,standard,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_ii_ausf_f.png,germ_pzkpfw_ii_ausf_c,2,2,1
germ_pzkpfw_4_early_group,Pz.IV E/F,Pz.IV E/F,germany,,,1,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_4_early_group.png,germ_pzkpfw_ii_early_group,2,3,
germ_pzkpfw_iv_ausf_e,Pz.IV E,Pz.IV E,germany,2.0,6300,1,Наземная техника,vehicle,5900,standard,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_iv_ausf_e.png,germ_pzkpfw_4_early_group,2,3,0
germ_pzkpfw_iv_ausf_f,Pz.IV F1,Pz.IV F1,germany,2.0,6300,1,Наземная техника,vehicle,3000,standard,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_iv_ausf_f.png,germ_pzkpfw_iv_ausf_e,2,3,1
germ_pz_4_fg_group,Pz.IV F2/G,Pz.IV F2/G,germany,,,2,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/pzkpfw_iv_fg_group.png,,2,0,
germ_pzkpfw_iv_ausf_f2,Pz.IV F2,Pz.IV F2,germany,3.3,16000,2,Наземная техника,vehicle,9200,standard,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_iv_ausf_f2.png,germ_pz_4_fg_group,2,0,0
germ_pzkpfw_iv_ausf_g,Pz.IV G,Pz.IV G,germany,3.3,22000,2,Наземная техника,vehicle,5600,standard,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_iv_ausf_g.png,germ_pzkpfw_iv_ausf_f2,2,0,1
germ_pz_4_late_group,Pz.IV H/J,Pz.IV H/J,germany,,,2,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_iv_late_group.png,germ_pz_4_fg_group,2,1,
germ_pzkpfw_iv_ausf_h,Pz.IV H,Pz.IV H,germany,3.7,22000,2,Наземная техника,vehicle,11000,standard,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_iv_ausf_h.png,germ_pz_4_late_group,2,1,0
germ_pzkpfw_iv_ausf_j,Pz.IV J,Pz.IV J,germany,3.7,32000,2,Наземная техника,vehicle,6900,standard,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_iv_ausf_j.png,germ_pzkpfw_iv_ausf_h,2,1,1
germ_vk_3002m,VK 3002 (M),VK 3002 (M),germany,5.0,76000,3,Наземная техника,vehicle,26000,standard,https://static.encyclopedia.warthunder.com/slots/germ_vk_3002m.png,germ_pz_4_late_group,2,0,
germ_pzkpfw_v_ausf_d_panther,Panther D,Panther D,germany,5.3,105000,3,Наземная техника,vehicle,33000,standard,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_v_ausf_d_panther.png,germ_vk_3002m,2,1,
germ_pzkpfw_v_a_f_group,Panther A/G/F,Panther A/G/F,germany,,,4,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_v_a_f_group.png,germ_pzkpfw_v_ausf_d_panther,2,0,
germ_pzkpfw_v_ausf_a_panther,Panther A,Panther A,germany,6.0,155000,4,Наземная техника,vehicle,46000,standard,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_v_ausf_a_panther.png,germ_pzkpfw_v_a_f_group,2,0,0
germ_pzkpfw_v_ausf_g_panther,Panther G,Panther G,germany,6.0,185000,4,Наземная техника,vehicle,27000,standard,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_v_ausf_g_panther.png,germ_pzkpfw_v_ausf_a_panther,2,0,1
germ_pzkpfw_v_ausf_f_panther,Panther F,Panther F,germany,6.0,200000,4,Наземная техника,vehicle,31000,standard,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_v_ausf_f_panther.png,germ_pzkpfw_v_ausf_g_panther,2,0,2
germ_leopard_i,Leopard I,Leopard I,germany,8.0,340000,5,Наземная техника,vehicle,120000,standard,https://static.encyclopedia.warthunder.com/slots/germ_leopard_i.png,germ_pzkpfw_v_a_f_group,2,0,
germ_leopard_1_late_group,Leopard A1A1/1A5,Leopard A1A1/1A5,germany,,,6,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/germ_leopard_1_late_group.png,germ_leopard_i,2,0,
germ_leopard_i_a1,Leopard A1A1,Leopard A1A1,germany,9.0,450000,6,Наземная техника,vehicle,160000,standard,https://static.encyclopedia.warthunder.com/slots/germ_leopard_i_a1.png,germ_leopard_1_late_group,2,0,0
germ_leopard_1a5,Leopard 1A5,Leopard 1A5,germany,9.3,520000,6,Наземная техника,vehicle,94000,standard,https://static.encyclopedia.warthunder.com/slots/germ_leopard_1a5.png,germ_leopard_i_a1,2,0,1
germ_leopard_2a4,Leopard 2A4,Leopard 2A4,germany,10.7,830000,7,Наземная техника,vehicle,300000,standard,https://static.encyclopedia.warthunder.com/slots/germ_leopard_2a4.png,germ_leopard_1_late_group,2,0,
germ_leopard_2_group,Leopard 2 A5/A6,Leopard 2 A5/A6,germany,,,8,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/germ_leopard_2_group.png,germ_leopard_2a4,2,0,
germ_leopard_2a5,Leopard 2A5,Leopard 2A5,germany,12.0,1080000,8,Наземная техника,vehicle,400000,standard,https://static.encyclopedia.warthunder.com/slots/germ_leopard_2a5.png,germ_leopard_2_group,2,0,0
germ_leopard_2a6,Leopard 2A6,Leopard 2A6,germany,12.0,1100000,8,Наземная техника,vehicle,200000,standard,https://static.encyclopedia.warthunder.com/slots/germ_leopard_2a6.png,germ_leopard_2a5,2,0,1
germ_leopard_2a5_pso,Leopard 2 PSO,Leopard 2 PSO,germany,12.0,1100000,8,Наземная техника,vehicle,410000,standard,https://static.encyclopedia.warthunder.com/slots/germ_leopard_2a5_pso.png,germ_leopard_2_group,2,1,
germ_leopard_2a7v,Leopard 2A7V,Leopard 2A7V,germany,12.0,1120000,8,Наземная техника,vehicle,420000,standard,https://static.encyclopedia.warthunder.com/slots/germ_leopard_2a7v.png,germ_leopard_2a5_pso,2,2,
germ_flakpanzer_1_group,FlakPz I/38(t),FlakPz I/38(t),germany,,,1,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/germ_flakpanzer_1_group.png,,3,0,
germ_flakpanzer_i_ausf_a,Flakpanzer I,Flakpanzer I,germany,1.3,700,1,Наземная техника,vehicle,2900,standard,https://static.encyclopedia.warthunder.com/slots/germ_flakpanzer_i_ausf_a.png,germ_flakpanzer_1_group,3,0,0
germ_flakpanzer_38t_gepard,Flakpanzer 38,Flakpanzer 38,germany,1.7,2100,1,Наземная техника,vehicle,2000,standard,https://static.encyclopedia.warthunder.com/slots/germ_flakpanzer_38t_gepard.png,germ_flakpanzer_i_ausf_a,3,0,1
germ_sdkfz_222,Sd.Kfz.222,Sd.Kfz.222,germany,2.0,2100,1,Наземная техника,vehicle,4000,standard,https://static.encyclopedia.warthunder.com/slots/germ_sdkfz_222.png,germ_flakpanzer_1_group,3,1,
germ_sdkfz_6_2_flak36,Sd.Kfz. 6/2,Sd.Kfz. 6/2,germany,2.3,6300,1,Наземная техника,vehicle,5900,standard,https://static.encyclopedia.warthunder.com/slots/germ_sdkfz_6_2_flak36.png,germ_sdkfz_222,3,2,
germ_sdkfz_251_21,Sd.Kfz.251/21,Sd.Kfz.251/21,germany,3.3,32000,2,Наземная техника,vehicle,14000,standard,https://static.encyclopedia.warthunder.com/slots/germ_sdkfz_251_21.png,,3,0,
germ_flakpanzer_4_group,Ostwind/Wirbelwind,Ostwind/Wirbelwind,germany,,,3,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/germ_flakpanzer_4_group.png,germ_sdkfz_251_21,3,0,
germ_flakpanzer_iv_ostwind,Ostwind,Ostwind,germany,3.3,47000,3,Наземная техника,vehicle,18000,standard,https://static.encyclopedia.warthunder.com/slots/germ_flakpanzer_iv_ostwind.png,germ_flakpanzer_4_group,3,0,0
germ_flakpanzer_iv_wirbelwind,Wirbelwind,Wirbelwind,germany,3.7,76000,3,Наземная техника,vehicle,13000,standard,https://static.encyclopedia.warthunder.com/slots/germ_flakpanzer_iv_wirbelwind.png,germ_flakpanzer_iv_ostwind,3,0,1
germ_flakpanzer_iv_ostwind_2,Ostwind II,Ostwind II,germany,5.3,135000,3,Наземная техника,vehicle,40000,standard,https://static.encyclopedia.warthunder.com/slots/germ_flakpanzer_iv_ostwind_2.png,germ_flakpanzer_4_group,3,1,
germ_flakpanzer_zerstorer_45,Zerstörer 45,Zerstörer 45,germany,6.0,200000,4,Наземная техника,vehicle,63000,standard,https://static.encyclopedia.warthunder.com/slots/germ_flakpanzer_zerstorer_45.png,germ_flakpanzer_iv_ostwind_2,3,0,
germ_flakpanzer_iv_kugelblitz,Kugelblitz,Kugelblitz,germany,6.7,210000,4,Наземная техника,vehicle,71000,standard,https://static.encyclopedia.warthunder.com/slots/germ_flakpanzer_iv_kugelblitz.png,germ_flakpanzer_zerstorer_45,3,1,
germ_wiesel_1_mk20,Wiesel 1A4,Wiesel 1A4,germany,7.3,240000,5,Наземная техника,vehicle,82000,standard,https://static.encyclopedia.warthunder.com/slots/germ_wiesel_1_mk20.png,germ_flakpanzer_iv_kugelblitz,3,0,
germ_sppz2_luchs_a2,Luchs A2,Luchs A2,germany,7.3,270000,5,Наземная техника,vehicle,95000,standard,https://static.encyclopedia.warthunder.com/slots/germ_sppz2_luchs_a2.png,germ_wiesel_1_mk20,3,1,
germ_flakpz_i_gepard,Gepard,Gepard,germany,8.3,380000,6,Наземная техника,vehicle,135000,standard,https://static.encyclopedia.warthunder.com/slots/germ_flakpz_i_gepard.png,germ_sppz2_luchs_a2,3,0,
germ_wiesel_gepard_group,Ozelot/Gepard 1A2,Ozelot/Gepard 1A2,germany,,,7,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/germ_wiesel_gepard_group.png,germ_flakpz_i_gepard,3,0,
germ_wiesel_2_adwc,Ozelot,Ozelot,germany,9.7,710000,7,Наземная техника,vehicle,260000,standard,https://static.encyclopedia.warthunder.com/slots/germ_wiesel_2_adwc.png,germ_wiesel_gepard_group,3,0,0
germ_flakpz_1a2_gepard,Gepard 1A2,Gepard 1A2,germany,9.7,830000,7,Наземная техника,vehicle,150000,standard,https://static.encyclopedia.warthunder.com/slots/germ_flakpz_1a2_gepard.png,germ_wiesel_2_adwc,3,0,1
germ_roland_osa_group,Roland/Osa,Roland/Osa,germany,,,7,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/germ_roland_osa_group.png,germ_wiesel_gepard_group,3,1,
germ_flarakpz_1,FlaRakPz 1,FlaRakPz 1,germany,10.0,830000,7,Наземная техника,vehicle,300000,standard,https://static.encyclopedia.warthunder.com/slots/germ_flarakpz_1.png,germ_roland_osa_group,3,1,0
germ_9a33bm3,◊Osa-AK,◊Osa-AK,germany,10.3,950000,7,Наземная техника,vehicle,175000,standard,https://static.encyclopedia.warthunder.com/slots/germ_9a33bm3.png,germ_flarakpz_1,3,1,1
germ_9a35_m,◊Strela-10M,◊Strela-10M,germany,10.3,950000,7,Наземная техника,vehicle,350000,standard,https://static.encyclopedia.warthunder.com/slots/germ_9a35_m.png,germ_roland_osa_group,3,2,
germ_flarakrad,FlaRakRad,FlaRakRad,germany,11.7,1080000,8,Наземная техника,vehicle,400000,standard,https://static.encyclopedia.warthunder.com/slots/germ_flarakrad.png,germ_9a35_m,3,0,
germ_iris_slm_fcs,IRIS-T SLM (СОЦ),IRIS-T SLM (TADS),germany,12.0,1100000,8,Наземная техника,vehicle,410000,standard,https://static.encyclopedia.warthunder.com/slots/germ_iris_slm_fcs.png,germ_flarakrad,3,1,
germ_sturmpanzer_221_group,sIG Sfl./Sd.Kfz.221,sIG Sfl./Sd.Kfz.221,germany,,,1,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/germ_sturmpanzer_221_group.png,,4,0,
germ_sturmpanzer_ii,15cm sIG 33 B Sfl,15cm sIG 33 B Sfl,germany,1.0,700,1,Наземная техника,vehicle,2900,standard,https://static.encyclopedia.warthunder.com/slots/germ_sturmpanzer_ii.png,germ_sturmpanzer_221_group,4,0,0
germ_sdkfz_221_s_pz_b_41,Sd.Kfz.221 (s.Pz.B.41),Sd.Kfz.221 (s.Pz.B.41),germany,1.0,2100,1,Наземная техника,vehicle,2000,standard,https://static.encyclopedia.warthunder.com/slots/germ_sdkfz_221_s_pz_b_41.png,germ_sturmpanzer_ii,4,0,1
germ_panzerjager_251_group,Panzerjager I/Sd.Kfz.251/9,Panzerjager I/Sd.Kfz.251/9,germany,,,1,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/germ_panzerjager_251_group.png,germ_sturmpanzer_221_group,4,1,
germ_panzerjager_1,Panzerjäger I,Panzerjäger I,germany,1.3,2100,1,Наземная техника,vehicle,4000,standard,https://static.encyclopedia.warthunder.com/slots/germ_panzerjager_1.png,germ_panzerjager_251_group,4,1,0
germ_sdkfz_251_9,Sd.Kfz.251/9,Sd.Kfz.251/9,germany,1.3,6300,1,Наземная техника,vehicle,3000,standard,https://static.encyclopedia.warthunder.com/slots/germ_sdkfz_251_9.png,germ_panzerjager_1,4,1,1
germ_marder_stug_a_group,Marder III/StuG III,Marder III/StuG III,germany,,,1,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/germ_marder_stug_a_group.png,germ_panzerjager_251_group,4,2,
germ_pzkpfw_38t_marder_iii,Marder III,Marder III,germany,2.3,6300,1,Наземная техника,vehicle,5900,standard,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_38t_marder_iii.png,germ_marder_stug_a_group,4,2,0
germ_stug_iii_ausf_a,StuG III A,StuG III A,germany,2.3,6300,1,Наземная техника,vehicle,3000,standard,https://static.encyclopedia.warthunder.com/slots/germ_stug_iii_ausf_a.png,germ_pzkpfw_38t_marder_iii,4,2,1
germ_marder_stuh_group,Marder/StuH/StuG,Marder/StuH/StuG,germany,,,2,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/germ_marder_stuh_group.png,,4,0,
germ_pzkpfw_38t_marder_iii_ausf_h,Marder III H,Marder III H,germany,3.0,10000,2,Наземная техника,vehicle,7900,standard,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_38t_marder_iii_ausf_h.png,germ_marder_stuh_group,4,0,0
germ_stuh_iii_ausf_g,StuH 42 G,StuH 42 G,germany,3.0,16000,2,Наземная техника,vehicle,4600,standard,https://static.encyclopedia.warthunder.com/slots/germ_stuh_iii_ausf_g.png,germ_pzkpfw_38t_marder_iii_ausf_h,4,0,1
germ_stug_iii_ausf_f,StuG III F,StuG III F,germany,3.3,22000,2,Наземная техника,vehicle,5600,standard,https://static.encyclopedia.warthunder.com/slots/germ_stug_iii_ausf_f.png,germ_stuh_iii_ausf_g,4,0,2
germ_stug_iii_ausf_g,StuG III G,StuG III G,germany,4.0,32000,2,Наземная техника,vehicle,14000,standard,https://static.encyclopedia.warthunder.com/slots/germ_stug_iii_ausf_g.png,germ_marder_stuh_group,4,1,
germ_m55,◄M55,◄M55,germany,4.0,47000,3,Наземная техника,vehicle,18000,standard,https://static.encyclopedia.warthunder.com/slots/germ_m55.png,germ_stug_iii_ausf_g,4,0,
germ_jagdpanzer_group,Jagdpanzer IV/38(t),Jagdpanzer IV/38(t),germany,,,3,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/germ_jagdpanzer_group.png,germ_m55,4,1,
germ_jgdpz_iv_l48,Jagdpanzer IV,Jagdpanzer IV,germany,4.3,76000,3,Наземная техника,vehicle,26000,standard,https://static.encyclopedia.warthunder.com/slots/germ_jgdpz_iv_l48.png,germ_jagdpanzer_group,4,1,0
germ_jgdpz_38t,Jagdpanzer 38(t),Jagdpanzer 38(t),germany,4.3,105000,3,Наземная техника,vehicle,17000,standard,https://static.encyclopedia.warthunder.com/slots/germ_jgdpz_38t.png,germ_jgdpz_iv_l48,4,1,1
germ_pz_iv_l70,Panzer IV/70(V),Panzer IV/70(V),germany,5.7,105000,3,Наземная техника,vehicle,33000,standard,https://static.encyclopedia.warthunder.com/slots/germ_pz_iv_l70.png,germ_jagdpanzer_group,4,2,
germ_jagdpanther_group,Jagdpanther/JPz 4-5,Jagdpanther/JPz 4-5,germany,,,4,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/germ_jagdpanther_group.png,germ_pz_iv_l70,4,0,
germ_panzerjager_panther,Jagdpanther G1,Jagdpanther G1,germany,6.3,155000,4,Наземная техника,vehicle,46000,standard,https://static.encyclopedia.warthunder.com/slots/germ_panzerjager_panther.png,germ_jagdpanther_group,4,0,0
germ_kanonenjagdpanzer,JPz 4-5,JPz 4-5,germany,6.3,185000,4,Наземная техника,vehicle,27000,standard,https://static.encyclopedia.warthunder.com/slots/germ_kanonenjagdpanzer.png,germ_panzerjager_panther,4,0,1
germ_panzerjager_tiger_group,Ferdinand/Jagdtiger,Ferdinand/Jagdtiger,germany,,,4,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/germ_panzerjager_tiger_group.png,germ_jagdpanther_group,4,1,
germ_panzerjager_tiger_p_ferdinand,Ferdinand,Ferdinand,germany,6.7,200000,4,Наземная техника,vehicle,63000,standard,https://static.encyclopedia.warthunder.com/slots/germ_panzerjager_tiger_p_ferdinand.png,germ_panzerjager_tiger_group,4,1,0
germ_panzerjager_tiger,Jagdtiger,Jagdtiger,germany,6.7,210000,4,Наземная техника,vehicle,35000,standard,https://static.encyclopedia.warthunder.com/slots/germ_panzerjager_tiger.png,germ_panzerjager_tiger_p_ferdinand,4,1,1
germ_pzh_2000,PzH 2000,PzH 2000,germany,7.7,270000,5,Наземная техника,vehicle,95000,standard,https://static.encyclopedia.warthunder.com/slots/germ_pzh_2000.png,germ_panzerjager_tiger_group,4,0,
germ_spz_oerlikon_raketenautomat,Raketenautomat,Raketenautomat,germany,8.0,300000,5,Наземная техника,vehicle,105000,standard,https://static.encyclopedia.warthunder.com/slots/germ_spz_oerlikon_raketenautomat.png,germ_pzh_2000,4,1,
germ_raketenjagdpanzer_2,RakJPz 2,RakJPz 2,germany,8.0,340000,5,Наземная техника,vehicle,120000,standard,https://static.encyclopedia.warthunder.com/slots/germ_raketenjagdpanzer_2.png,germ_spz_oerlikon_raketenautomat,4,2,
germ_raketenjagdpanzer_2_hot,RakJPz 2 (HOT),RakJPz 2 (HOT),germany,8.3,380000,6,Наземная техника,vehicle,135000,standard,https://static.encyclopedia.warthunder.com/slots/germ_raketenjagdpanzer_2_hot.png,germ_raketenjagdpanzer_2,4,0,
germ_wiesel_1_tow,Wiesel 1A2,Wiesel 1A2,germany,9.7,710000,7,Наземная техника,vehicle,260000,standard,https://static.encyclopedia.warthunder.com/slots/germ_wiesel_1_tow.png,germ_raketenjagdpanzer_2_hot,4,0,
germ_pzkpfw_35t_romania_mare,Pz.35(t) RM,Pz.35(t) RM,germany,1.0,0,1,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_35t_romania_mare.png,,0,0,
germ_pzkpfw_ii_ausf_c_td,Pz.II C TD,Pz.II C TD,germany,1.3,0,1,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_ii_ausf_c_td.png,,0,1,
germ_pzkpfw_ii_ausf_c_dak,Pz.II C (DAK),Pz.II C (DAK),germany,1.3,0,1,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_ii_ausf_c_dak.png,,0,2,
germ_nbfz_vi,Nb.Fz.,Nb.Fz.,germany,1.3,0,1,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_nbfz_vi.png,,0,3,
germ_pzkpfw_38t_aufklarungspanzer,Sd.Kfz. 140/1,Sd.Kfz. 140/1,germany,2.0,0,1,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_38t_aufklarungspanzer.png,,0,4,
germ_panzerwerfer_42,15 cm Pz.W.42,15 cm Pz.W.42,germany,2.3,0,2,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_panzerwerfer_42.png,,0,0,
germ_pzkpfw_iii_ausf_j_td,Pz.III J1 TD,Pz.III J1 TD,germany,2.7,0,2,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_iii_ausf_j_td.png,,0,1,
germ_pzkpfw_iii_ausf_n,Pz.III N,Pz.III N,germany,3.0,0,2,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_pzkpfw_iii_ausf_n.png,,0,2,
germ_kv_2_754r,▀KW II 754 (r),▀KW II 754 (r),germany,3.7,0,3,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_kv_2_754r.png,,0,0,
germ_panzerbefelhswagen_iv_ausf_j,Pz.Bef.Wg.IV J,Pz.Bef.Wg.IV J,germany,3.7,0,3,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_panzerbefelhswagen_iv_ausf_j.png,,0,1,
germ_infanterie_kampfpanzer_churchill,▀Pz.Kpfw. Churchill,▀Pz.Kpfw. Churchill,germany,4.0,0,3,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_infanterie_kampfpanzer_churchill.png,,0,2,
germ_t_34_747,▀T 34 747 (r),▀T 34 747 (r),germany,4.3,0,3,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_t_34_747.png,,0,3,
germ_sturmpanzer_iv_brummbar,Brummbär,Brummbär,germany,4.3,0,3,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_sturmpanzer_iv_brummbar.png,,0,4,
germ_pz_iv_l70_a,Panzer IV/70(A),Panzer IV/70(A),germany,4.3,0,3,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_pz_iv_l70_a.png,,0,5,
germ_kv_1_kwk_40,▀KW I C 756 (r),▀KW I C 756 (r),germany,5.0,0,3,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_kv_1_kwk_40.png,,0,6,
germ_panzerbefelhswagen_vi_p,Pz.Bef.Wg.VI P,Pz.Bef.Wg.VI P,germany,5.7,0,4,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_panzerbefelhswagen_vi_p.png,,0,0,
germ_sturmmorser_sturmtiger,38 cm Sturmmörser,38 cm Sturmmörser,germany,5.7,0,4,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_sturmmorser_sturmtiger.png,,0,1,
germ_panzerbefelhswagen_jagdpanther,Bfw. Jagdpanther G1,Bfw. Jagdpanther G1,germany,6.3,0,4,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_panzerbefelhswagen_jagdpanther.png,,0,2,
germ_panzerjager_tiger_p_elefant,Elefant,Elefant,germany,6.7,0,4,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_panzerjager_tiger_p_elefant.png,,0,3,
germ_panther_ii,Panther II,Panther II,germany,7.0,0,4,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_panther_ii.png,,0,4,
germ_mkpz_m47,mKPz M47 G,mKPz M47 G,germany,7.3,0,5,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_mkpz_m47.png,,0,0,
germ_marder_clovis,CLOVIS,CLOVIS,germany,8.0,0,5,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_marder_clovis.png,,0,1,
germ_erprobungstrager_3_achs_turm,Turm III,Turm III,germany,8.3,0,5,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_erprobungstrager_3_achs_turm.png,,0,2,
germ_thyssen_henschel_tam_2ip,TAM 2IP,TAM 2IP,germany,9.3,0,6,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_thyssen_henschel_tam_2ip.png,,0,0,
germ_leopard_a1a1_120,Leopard A1A1 (L/44),Leopard A1A1 (L/44),germany,9.3,0,6,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_leopard_a1a1_120.png,,0,1,
germ_leopard_c2_mexas,C2A1,C2A1,germany,9.3,0,6,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_leopard_c2_mexas.png,,0,2,
germ_boxer_3105,Boxer MGS,Boxer MGS,germany,10.3,0,7,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/germ_boxer_3105.png,,0,0,
