Запуск парсера shop.blkx...
Порог для определения премиумных колонок: 50.0%
      ОТЛАДКА: Техника f-80 зависит от f-80a
      ОТЛАДКА: Добавлена техника f-80 с предшественником 'f-80a', статус: standard
        ОТЛАДКА: get_group_items добавлен f-104a с order=0
        ОТЛАДКА: get_group_items добавлен f-104c с order=1
        ОТЛАДКА: Группа f-104_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа f-104_group зависит от f-80
        ОТЛАДКА: Добавлена группа f-104_group с предшественником 'f-80', статус: standard
          ОТЛАДКА: Элемент f-104a, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=f-104_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы f-104a (order=0) зависит от группы f-104_group
          ОТЛАДКА: Финальный predecessor для f-104a: 'f-104_group'
          ОТЛАДКА: Добавлен элемент группы f-104a с предшественником 'f-104_group', статус: standard
          ОТЛАДКА: Элемент f-104c, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=f-104_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для f-104c с prev_order=0
          ОТЛАДКА: Проверяем элемент f-104a с order=0
          ОТЛАДКА: Элемент группы f-104c зависит от f-104a
          ОТЛАДКА: Финальный predecessor для f-104c: 'f-104a'
          ОТЛАДКА: Добавлен элемент группы f-104c с предшественником 'f-104a', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=f-104_group
      ОТЛАДКА: Техника f-5e, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=f-104_group, has_dependency: True
      ОТЛАДКА: Техника f-5e зависит от группы f-104_group
      ОТЛАДКА: Добавлена техника f-5e с предшественником 'f-104_group', статус: standard
        ОТЛАДКА: get_group_items добавлен f_16a_block_10 с order=0
        ОТЛАДКА: get_group_items добавлен f_16a_block_15_adf с order=1
        ОТЛАДКА: Группа f_16_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа f_16_group зависит от f-5e
        ОТЛАДКА: Добавлена группа f_16_group с предшественником 'f-5e', статус: standard
          ОТЛАДКА: Элемент f_16a_block_10, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=f_16_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы f_16a_block_10 (order=0) зависит от группы f_16_group
          ОТЛАДКА: Финальный predecessor для f_16a_block_10: 'f_16_group'
          ОТЛАДКА: Добавлен элемент группы f_16a_block_10 с предшественником 'f_16_group', статус: standard
          ОТЛАДКА: Элемент f_16a_block_15_adf, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=f_16_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для f_16a_block_15_adf с prev_order=0
          ОТЛАДКА: Проверяем элемент f_16a_block_10 с order=0
          ОТЛАДКА: Элемент группы f_16a_block_15_adf зависит от f_16a_block_10
          ОТЛАДКА: Финальный predecessor для f_16a_block_15_adf: 'f_16a_block_10'
          ОТЛАДКА: Добавлен элемент группы f_16a_block_15_adf с предшественником 'f_16a_block_10', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=f_16_group
      ОТЛАДКА: Техника f_16c_block_50, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=f_16_group, has_dependency: True
      ОТЛАДКА: Техника f_16c_block_50 зависит от группы f_16_group
      ОТЛАДКА: Добавлена техника f_16c_block_50 с предшественником 'f_16_group', статус: standard
    Столбец 0: обработано 29 элементов
        ОТЛАДКА: get_group_items добавлен p-40e с order=0
        ОТЛАДКА: get_group_items добавлен p-40f_10 с order=1
        ОТЛАДКА: get_group_items добавлен p-51_mk1a_usaaf с order=0
        ОТЛАДКА: get_group_items добавлен p-51d-5 с order=1
        ОТЛАДКА: get_group_items добавлен p-47d_22_re с order=0
        ОТЛАДКА: get_group_items добавлен p-47d с order=1
        ОТЛАДКА: get_group_items добавлен p-47d-28 с order=0
        ОТЛАДКА: get_group_items добавлен p-47n-15 с order=1
        ОТЛАДКА: get_group_items добавлен f-84b с order=0
        ОТЛАДКА: get_group_items добавлен f-84g с order=1
        ОТЛАДКА: get_group_items добавлен f-86a-5 с order=0
        ОТЛАДКА: get_group_items добавлен f-86f-25 с order=1
      ОТЛАДКА: Премиум техники в колонке: 0/30 = 0.00, порог: 0.5
      ОТЛАДКА: Техника p-36a, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Добавлена техника p-36a с предшественником '', статус: standard
      ОТЛАДКА: Техника p-36c, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника p-36c зависит от p-36a
      ОТЛАДКА: Добавлена техника p-36c с предшественником 'p-36a', статус: standard
      ОТЛАДКА: Техника p-36g, reqAir в JSON: есть, значение: '', next_should_depend_on_group=None, has_dependency: False
      ОТЛАДКА: Техника p-36g имеет reqAir='', предшественника нет
      ОТЛАДКА: Добавлена техника p-36g с предшественником '', статус: standard
        ОТЛАДКА: get_group_items добавлен p-40e с order=0
        ОТЛАДКА: get_group_items добавлен p-40f_10 с order=1
        ОТЛАДКА: Группа p-40_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа p-40_group зависит от p-36g
        ОТЛАДКА: Добавлена группа p-40_group с предшественником 'p-36g', статус: standard
          ОТЛАДКА: Элемент p-40e, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=p-40_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы p-40e (order=0) зависит от группы p-40_group
          ОТЛАДКА: Финальный predecessor для p-40e: 'p-40_group'
          ОТЛАДКА: Добавлен элемент группы p-40e с предшественником 'p-40_group', статус: standard
          ОТЛАДКА: Элемент p-40f_10, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=p-40_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для p-40f_10 с prev_order=0
          ОТЛАДКА: Проверяем элемент p-40e с order=0
          ОТЛАДКА: Элемент группы p-40f_10 зависит от p-40e
          ОТЛАДКА: Финальный predecessor для p-40f_10: 'p-40e'
          ОТЛАДКА: Добавлен элемент группы p-40f_10 с предшественником 'p-40e', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=p-40_group
      ОТЛАДКА: Техника p-51c-10-nt, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=p-40_group, has_dependency: True
      ОТЛАДКА: Техника p-51c-10-nt зависит от группы p-40_group
      ОТЛАДКА: Добавлена техника p-51c-10-nt с предшественником 'p-40_group', статус: standard
        ОТЛАДКА: get_group_items добавлен p-51_mk1a_usaaf с order=0
        ОТЛАДКА: get_group_items добавлен p-51d-5 с order=1
        ОТЛАДКА: Группа p-51_early_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа p-51_early_group зависит от p-51c-10-nt
        ОТЛАДКА: Добавлена группа p-51_early_group с предшественником 'p-51c-10-nt', статус: standard
          ОТЛАДКА: Элемент p-51_mk1a_usaaf, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=p-51_early_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы p-51_mk1a_usaaf (order=0) зависит от группы p-51_early_group
          ОТЛАДКА: Финальный predecessor для p-51_mk1a_usaaf: 'p-51_early_group'
          ОТЛАДКА: Добавлен элемент группы p-51_mk1a_usaaf с предшественником 'p-51_early_group', статус: standard
          ОТЛАДКА: Элемент p-51d-5, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=p-51_early_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для p-51d-5 с prev_order=0
          ОТЛАДКА: Проверяем элемент p-51_mk1a_usaaf с order=0
          ОТЛАДКА: Элемент группы p-51d-5 зависит от p-51_mk1a_usaaf
          ОТЛАДКА: Финальный predecessor для p-51d-5: 'p-51_mk1a_usaaf'
          ОТЛАДКА: Добавлен элемент группы p-51d-5 с предшественником 'p-51_mk1a_usaaf', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=p-51_early_group
        ОТЛАДКА: get_group_items добавлен p-47d_22_re с order=0
        ОТЛАДКА: get_group_items добавлен p-47d с order=1
        ОТЛАДКА: Группа p-47_ealy_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа p-47_ealy_group зависит от предыдущей группы p-51_early_group
        ОТЛАДКА: Добавлена группа p-47_ealy_group с предшественником 'p-51_early_group', статус: standard
          ОТЛАДКА: Элемент p-47d_22_re, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=p-47_ealy_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы p-47d_22_re (order=0) зависит от группы p-47_ealy_group
          ОТЛАДКА: Финальный predecessor для p-47d_22_re: 'p-47_ealy_group'
          ОТЛАДКА: Добавлен элемент группы p-47d_22_re с предшественником 'p-47_ealy_group', статус: standard
          ОТЛАДКА: Элемент p-47d, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=p-47_ealy_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для p-47d с prev_order=0
          ОТЛАДКА: Проверяем элемент p-47d_22_re с order=0
          ОТЛАДКА: Элемент группы p-47d зависит от p-47d_22_re
          ОТЛАДКА: Финальный predecessor для p-47d: 'p-47d_22_re'
          ОТЛАДКА: Добавлен элемент группы p-47d с предшественником 'p-47d_22_re', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=p-47_ealy_group
        ОТЛАДКА: get_group_items добавлен p-47d-28 с order=0
        ОТЛАДКА: get_group_items добавлен p-47n-15 с order=1
        ОТЛАДКА: Группа p-47_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа p-47_group зависит от предыдущей группы p-47_ealy_group
        ОТЛАДКА: Добавлена группа p-47_group с предшественником 'p-47_ealy_group', статус: standard
          ОТЛАДКА: Элемент p-47d-28, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=p-47_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы p-47d-28 (order=0) зависит от группы p-47_group
          ОТЛАДКА: Финальный predecessor для p-47d-28: 'p-47_group'
          ОТЛАДКА: Добавлен элемент группы p-47d-28 с предшественником 'p-47_group', статус: standard
          ОТЛАДКА: Элемент p-47n-15, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=p-47_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для p-47n-15 с prev_order=0
          ОТЛАДКА: Проверяем элемент p-47d-28 с order=0
          ОТЛАДКА: Элемент группы p-47n-15 зависит от p-47d-28
          ОТЛАДКА: Финальный predecessor для p-47n-15: 'p-47d-28'
          ОТЛАДКА: Добавлен элемент группы p-47n-15 с предшественником 'p-47d-28', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=p-47_group
      ОТЛАДКА: Техника p-51d-30_usaaf_korea, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=p-47_group, has_dependency: True
      ОТЛАДКА: Техника p-51d-30_usaaf_korea зависит от группы p-47_group
      ОТЛАДКА: Добавлена техника p-51d-30_usaaf_korea с предшественником 'p-47_group', статус: standard
      ОТЛАДКА: Техника p-51h-5_na, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника p-51h-5_na зависит от p-51d-30_usaaf_korea
      ОТЛАДКА: Добавлена техника p-51h-5_na с предшественником 'p-51d-30_usaaf_korea', статус: standard
        ОТЛАДКА: get_group_items добавлен f-84b с order=0
        ОТЛАДКА: get_group_items добавлен f-84g с order=1
        ОТЛАДКА: Группа f-84_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа f-84_group зависит от p-51h-5_na
        ОТЛАДКА: Добавлена группа f-84_group с предшественником 'p-51h-5_na', статус: standard
          ОТЛАДКА: Элемент f-84b, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=f-84_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы f-84b (order=0) зависит от группы f-84_group
          ОТЛАДКА: Финальный predecessor для f-84b: 'f-84_group'
          ОТЛАДКА: Добавлен элемент группы f-84b с предшественником 'f-84_group', статус: standard
          ОТЛАДКА: Элемент f-84g, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=f-84_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для f-84g с prev_order=0
          ОТЛАДКА: Проверяем элемент f-84b с order=0
          ОТЛАДКА: Элемент группы f-84g зависит от f-84b
          ОТЛАДКА: Финальный predecessor для f-84g: 'f-84b'
          ОТЛАДКА: Добавлен элемент группы f-84g с предшественником 'f-84b', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=f-84_group
        ОТЛАДКА: get_group_items добавлен f-86a-5 с order=0
        ОТЛАДКА: get_group_items добавлен f-86f-25 с order=1
        ОТЛАДКА: Группа f_86_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа f_86_group зависит от предыдущей группы f-84_group
        ОТЛАДКА: Добавлена группа f_86_group с предшественником 'f-84_group', статус: standard
          ОТЛАДКА: Элемент f-86a-5, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=f_86_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы f-86a-5 (order=0) зависит от группы f_86_group
          ОТЛАДКА: Финальный predecessor для f-86a-5: 'f_86_group'
          ОТЛАДКА: Добавлен элемент группы f-86a-5 с предшественником 'f_86_group', статус: standard
          ОТЛАДКА: Элемент f-86f-25, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=f_86_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для f-86f-25 с prev_order=0
          ОТЛАДКА: Проверяем элемент f-86a-5 с order=0
          ОТЛАДКА: Элемент группы f-86f-25 зависит от f-86a-5
          ОТЛАДКА: Финальный predecessor для f-86f-25: 'f-86a-5'
          ОТЛАДКА: Добавлен элемент группы f-86f-25 с предшественником 'f-86a-5', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=f_86_group
      ОТЛАДКА: Техника f-86f-2, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=f_86_group, has_dependency: True
      ОТЛАДКА: Техника f-86f-2 зависит от группы f_86_group
      ОТЛАДКА: Добавлена техника f-86f-2 с предшественником 'f_86_group', статус: standard
      ОТЛАДКА: Техника f-100d, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника f-100d зависит от f-86f-2
      ОТЛАДКА: Добавлена техника f-100d с предшественником 'f-86f-2', статус: standard
      ОТЛАДКА: Техника f-4c, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника f-4c зависит от f-100d
      ОТЛАДКА: Добавлена техника f-4c с предшественником 'f-100d', статус: standard
      ОТЛАДКА: Техника f-4e, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника f-4e зависит от f-4c
      ОТЛАДКА: Добавлена техника f-4e с предшественником 'f-4c', статус: standard
      ОТЛАДКА: Техника f_15a, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника f_15a зависит от f-4e
      ОТЛАДКА: Добавлена техника f_15a с предшественником 'f-4e', статус: standard
      ОТЛАДКА: Техника f_15c_msip2, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника f_15c_msip2 зависит от f_15a
      ОТЛАДКА: Добавлена техника f_15c_msip2 с предшественником 'f_15a', статус: standard
    Столбец 1: обработано 30 элементов
        ОТЛАДКА: get_group_items добавлен f4f-3 с order=0
        ОТЛАДКА: get_group_items добавлен f4f-4 с order=1
        ОТЛАДКА: get_group_items добавлен f6f-3 с order=2
        ОТЛАДКА: get_group_items добавлен f4u-1a с order=0
        ОТЛАДКА: get_group_items добавлен f4u-1a_usmc с order=1
        ОТЛАДКА: get_group_items добавлен f4u-1d с order=2
        ОТЛАДКА: get_group_items добавлен f4u-1c с order=0
        ОТЛАДКА: get_group_items добавлен f4u-4b с order=1
        ОТЛАДКА: get_group_items добавлен f8f1b с order=0
        ОТЛАДКА: get_group_items добавлен f7f1 с order=1
        ОТЛАДКА: get_group_items добавлен f9f-2 с order=0
        ОТЛАДКА: get_group_items добавлен f9f-5 с order=1
        ОТЛАДКА: get_group_items добавлен f9f-8 с order=2
        ОТЛАДКА: get_group_items добавлен f_14a_early с order=0
        ОТЛАДКА: get_group_items добавлен f_14b с order=1
      ОТЛАДКА: Премиум техники в колонке: 0/35 = 0.00, порог: 0.5
      ОТЛАДКА: Техника bf2c_1, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Добавлена техника bf2c_1 с предшественником '', статус: standard
      ОТЛАДКА: Техника f3f-2, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника f3f-2 зависит от bf2c_1
      ОТЛАДКА: Добавлена техника f3f-2 с предшественником 'bf2c_1', статус: standard
      ОТЛАДКА: Техника f2a-1, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника f2a-1 зависит от f3f-2
      ОТЛАДКА: Добавлена техника f2a-1 с предшественником 'f3f-2', статус: standard
      ОТЛАДКА: Техника f2a-3, reqAir в JSON: есть, значение: '', next_should_depend_on_group=None, has_dependency: False
      ОТЛАДКА: Техника f2a-3 имеет reqAir='', предшественника нет
      ОТЛАДКА: Добавлена техника f2a-3 с предшественником '', статус: standard
        ОТЛАДКА: get_group_items добавлен f4f-3 с order=0
        ОТЛАДКА: get_group_items добавлен f4f-4 с order=1
        ОТЛАДКА: get_group_items добавлен f6f-3 с order=2
        ОТЛАДКА: Группа f4f_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа f4f_group зависит от f2a-3
        ОТЛАДКА: Добавлена группа f4f_group с предшественником 'f2a-3', статус: standard
          ОТЛАДКА: Элемент f4f-3, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=f4f_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы f4f-3 (order=0) зависит от группы f4f_group
          ОТЛАДКА: Финальный predecessor для f4f-3: 'f4f_group'
          ОТЛАДКА: Добавлен элемент группы f4f-3 с предшественником 'f4f_group', статус: standard
          ОТЛАДКА: Элемент f4f-4, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=f4f_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для f4f-4 с prev_order=0
          ОТЛАДКА: Проверяем элемент f4f-3 с order=0
          ОТЛАДКА: Элемент группы f4f-4 зависит от f4f-3
          ОТЛАДКА: Финальный predecessor для f4f-4: 'f4f-3'
          ОТЛАДКА: Добавлен элемент группы f4f-4 с предшественником 'f4f-3', статус: standard
          ОТЛАДКА: Элемент f6f-3, reqAir в JSON: нет, значение: 'отсутствует', order=2, parent_id=f4f_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для f6f-3 с prev_order=1
          ОТЛАДКА: Проверяем элемент f4f-3 с order=0
          ОТЛАДКА: Проверяем элемент f4f-4 с order=1
          ОТЛАДКА: Элемент группы f6f-3 зависит от f4f-4
          ОТЛАДКА: Финальный predecessor для f6f-3: 'f4f-4'
          ОТЛАДКА: Добавлен элемент группы f6f-3 с предшественником 'f4f-4', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=f4f_group
        ОТЛАДКА: get_group_items добавлен f4u-1a с order=0
        ОТЛАДКА: get_group_items добавлен f4u-1a_usmc с order=1
        ОТЛАДКА: get_group_items добавлен f4u-1d с order=2
        ОТЛАДКА: Группа f4u_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа f4u_group зависит от предыдущей группы f4f_group
        ОТЛАДКА: Добавлена группа f4u_group с предшественником 'f4f_group', статус: standard
          ОТЛАДКА: Элемент f4u-1a, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=f4u_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы f4u-1a (order=0) зависит от группы f4u_group
          ОТЛАДКА: Финальный predecessor для f4u-1a: 'f4u_group'
          ОТЛАДКА: Добавлен элемент группы f4u-1a с предшественником 'f4u_group', статус: standard
          ОТЛАДКА: Элемент f4u-1a_usmc, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=f4u_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для f4u-1a_usmc с prev_order=0
          ОТЛАДКА: Проверяем элемент f4u-1a с order=0
          ОТЛАДКА: Элемент группы f4u-1a_usmc зависит от f4u-1a
          ОТЛАДКА: Финальный predecessor для f4u-1a_usmc: 'f4u-1a'
          ОТЛАДКА: Добавлен элемент группы f4u-1a_usmc с предшественником 'f4u-1a', статус: standard
          ОТЛАДКА: Элемент f4u-1d, reqAir в JSON: нет, значение: 'отсутствует', order=2, parent_id=f4u_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для f4u-1d с prev_order=1
          ОТЛАДКА: Проверяем элемент f4u-1a с order=0
          ОТЛАДКА: Проверяем элемент f4u-1a_usmc с order=1
          ОТЛАДКА: Элемент группы f4u-1d зависит от f4u-1a_usmc
          ОТЛАДКА: Финальный predecessor для f4u-1d: 'f4u-1a_usmc'
          ОТЛАДКА: Добавлен элемент группы f4u-1d с предшественником 'f4u-1a_usmc', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=f4u_group
      ОТЛАДКА: Техника f4u-4, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=f4u_group, has_dependency: True
      ОТЛАДКА: Техника f4u-4 зависит от группы f4u_group
      ОТЛАДКА: Добавлена техника f4u-4 с предшественником 'f4u_group', статус: standard
      ОТЛАДКА: Техника f8f1, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника f8f1 зависит от f4u-4
      ОТЛАДКА: Добавлена техника f8f1 с предшественником 'f4u-4', статус: standard
      ОТЛАДКА: Техника f6f-5n, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника f6f-5n зависит от f8f1
      ОТЛАДКА: Добавлена техника f6f-5n с предшественником 'f8f1', статус: standard
        ОТЛАДКА: get_group_items добавлен f4u-1c с order=0
        ОТЛАДКА: get_group_items добавлен f4u-4b с order=1
        ОТЛАДКА: Группа f4u_late_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа f4u_late_group зависит от f6f-5n
        ОТЛАДКА: Добавлена группа f4u_late_group с предшественником 'f6f-5n', статус: standard
          ОТЛАДКА: Элемент f4u-1c, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=f4u_late_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы f4u-1c (order=0) зависит от группы f4u_late_group
          ОТЛАДКА: Финальный predecessor для f4u-1c: 'f4u_late_group'
          ОТЛАДКА: Добавлен элемент группы f4u-1c с предшественником 'f4u_late_group', статус: standard
          ОТЛАДКА: Элемент f4u-4b, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=f4u_late_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для f4u-4b с prev_order=0
          ОТЛАДКА: Проверяем элемент f4u-1c с order=0
          ОТЛАДКА: Элемент группы f4u-4b зависит от f4u-1c
          ОТЛАДКА: Финальный predecessor для f4u-4b: 'f4u-1c'
          ОТЛАДКА: Добавлен элемент группы f4u-4b с предшественником 'f4u-1c', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=f4u_late_group
        ОТЛАДКА: get_group_items добавлен f8f1b с order=0
        ОТЛАДКА: get_group_items добавлен f7f1 с order=1
        ОТЛАДКА: Группа f8f1_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа f8f1_group зависит от предыдущей группы f4u_late_group
        ОТЛАДКА: Добавлена группа f8f1_group с предшественником 'f4u_late_group', статус: standard
          ОТЛАДКА: Элемент f8f1b, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=f8f1_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы f8f1b (order=0) зависит от группы f8f1_group
          ОТЛАДКА: Финальный predecessor для f8f1b: 'f8f1_group'
          ОТЛАДКА: Добавлен элемент группы f8f1b с предшественником 'f8f1_group', статус: standard
          ОТЛАДКА: Элемент f7f1, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=f8f1_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для f7f1 с prev_order=0
          ОТЛАДКА: Проверяем элемент f8f1b с order=0
          ОТЛАДКА: Элемент группы f7f1 зависит от f8f1b
          ОТЛАДКА: Финальный predecessor для f7f1: 'f8f1b'
          ОТЛАДКА: Добавлен элемент группы f7f1 с предшественником 'f8f1b', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=f8f1_group
      ОТЛАДКА: Техника f2h-2, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=f8f1_group, has_dependency: True
      ОТЛАДКА: Техника f2h-2 зависит от группы f8f1_group
      ОТЛАДКА: Добавлена техника f2h-2 с предшественником 'f8f1_group', статус: standard
        ОТЛАДКА: get_group_items добавлен f9f-2 с order=0
        ОТЛАДКА: get_group_items добавлен f9f-5 с order=1
        ОТЛАДКА: get_group_items добавлен f9f-8 с order=2
        ОТЛАДКА: Группа f9f_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа f9f_group зависит от f2h-2
        ОТЛАДКА: Добавлена группа f9f_group с предшественником 'f2h-2', статус: standard
          ОТЛАДКА: Элемент f9f-2, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=f9f_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы f9f-2 (order=0) зависит от группы f9f_group
          ОТЛАДКА: Финальный predecessor для f9f-2: 'f9f_group'
          ОТЛАДКА: Добавлен элемент группы f9f-2 с предшественником 'f9f_group', статус: standard
          ОТЛАДКА: Элемент f9f-5, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=f9f_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для f9f-5 с prev_order=0
          ОТЛАДКА: Проверяем элемент f9f-2 с order=0
          ОТЛАДКА: Элемент группы f9f-5 зависит от f9f-2
          ОТЛАДКА: Финальный predecessor для f9f-5: 'f9f-2'
          ОТЛАДКА: Добавлен элемент группы f9f-5 с предшественником 'f9f-2', статус: standard
          ОТЛАДКА: Элемент f9f-8, reqAir в JSON: нет, значение: 'отсутствует', order=2, parent_id=f9f_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для f9f-8 с prev_order=1
          ОТЛАДКА: Проверяем элемент f9f-2 с order=0
          ОТЛАДКА: Проверяем элемент f9f-5 с order=1
          ОТЛАДКА: Элемент группы f9f-8 зависит от f9f-5
          ОТЛАДКА: Финальный predecessor для f9f-8: 'f9f-5'
          ОТЛАДКА: Добавлен элемент группы f9f-8 с предшественником 'f9f-5', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=f9f_group
      ОТЛАДКА: Техника f3h-2, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=f9f_group, has_dependency: True
      ОТЛАДКА: Техника f3h-2 зависит от группы f9f_group
      ОТЛАДКА: Добавлена техника f3h-2 с предшественником 'f9f_group', статус: standard
